token,n,logprob
coach.me,8.0,-8.971242093194558
rainpals.com,9.0,-8.853459057538174
posicionamiento,9.0,-8.853459057538174
intern,52.0,-7.099439916292966
donor,30.0,-7.649486253212238
literary,29.0,-7.68338780488792
0800,6.0,-9.25892416564634
evolves,19.0,-8.106244655707954
perception.the,8.0,-8.971242093194558
velocity,8.0,-8.971242093194558
bundle,12.0,-8.565776985086394
cyprus,6.0,-9.25892416564634
li,23.0,-7.9151894189452445
tv,143.0,-6.087839004614486
mentally,27.0,-7.754846768870065
acronym,7.0,-9.10477348581908
willingness,154.0,-6.013731032460765
merchandising,29.0,-7.68338780488792
wiesbaden,6.0,-9.25892416564634
www.inc.com,13.0,-8.485734277412858
misspelled,8.0,-8.971242093194558
facilita,6.0,-9.25892416564634
arose,13.0,-8.485734277412858
debido,16.0,-8.278094912634613
clever,17.0,-8.217470290818177
6th,50.0,-7.138660629446248
rang,11.0,-8.652788362076024
persuaded,17.0,-8.217470290818177
sbdc,97.0,-6.475972656371011
breathing,17.0,-8.217470290818177
chandran,6.0,-9.25892416564634
cheap,226.0,-5.630148635602108
insightful,40.0,-7.3618041807604575
wednesdays,57.0,-7.007632367039844
designer,383.0,-5.102648645693748
illinois,54.0,-7.06169958831012
occupation,14.0,-8.411626305259135
0094775038611,12.0,-8.565776985086394
presences,6.0,-9.25892416564634
gamming,6.0,-9.25892416564634
nonprofit,268.0,-5.459696654363537
dietary,29.0,-7.68338780488792
dominos,11.0,-8.652788362076024
ritish,12.0,-8.565776985086394
"510,000",9.0,-8.853459057538174
enfants,7.0,-9.10477348581908
dixon,6.0,-9.25892416564634
closed,85.0,-6.6080323783840775
flooding,9.0,-8.853459057538174
mikechliu,11.0,-8.652788362076024
trending,26.0,-7.792587096852912
postdoctoral,6.0,-9.25892416564634
operator,36.0,-7.467164696418283
administer,7.0,-9.10477348581908
prosperous,44.0,-7.266494000956133
procured,7.0,-9.10477348581908
akhila,11.0,-8.652788362076024
gail,29.0,-7.68338780488792
mira,7.0,-9.10477348581908
donot,19.0,-8.106244655707954
litigation,11.0,-8.652788362076024
avez,16.0,-8.278094912634613
"100,000",49.0,-7.158863336763767
affluent,27.0,-7.754846768870065
conclusive,6.0,-9.25892416564634
invoicing,26.0,-7.792587096852912
impressive,391.0,-5.081976074889028
category,150.0,-6.040048340778138
bringing,308.0,-5.320583851900819
lunes,12.0,-8.565776985086394
solrun,8.0,-8.971242093194558
overview,190.0,-5.803659562713908
doreen,29.0,-7.68338780488792
weetman,7.0,-9.10477348581908
exactamente,13.0,-8.485734277412858
1981,6.0,-9.25892416564634
50000,14.0,-8.411626305259135
complements,14.0,-8.411626305259135
enabled,17.0,-8.217470290818177
beg,15.0,-8.342633433772184
demanda,6.0,-9.25892416564634
measuring,15.0,-8.342633433772184
realtor.com,6.0,-9.25892416564634
armando,12.0,-8.565776985086394
crafting,30.0,-7.649486253212238
philippines,81.0,-6.656234480201955
vertical,41.0,-7.337111568170086
hardships,13.0,-8.485734277412858
ubika,10.0,-8.748098541880347
establecer,11.0,-8.652788362076024
surfing,11.0,-8.652788362076024
hq,9.0,-8.853459057538174
tel,89.0,-6.562047265142254
hydroponic,7.0,-9.10477348581908
transit,41.0,-7.337111568170086
kong,42.0,-7.313014016591025
philosophy,61.0,-6.939809770701083
mobiking_lee,8.0,-8.971242093194558
visualize,38.0,-7.413097475148008
strangers,13.0,-8.485734277412858
tezz.com,12.0,-8.565776985086394
permanent,57.0,-7.007632367039844
07944487389,14.0,-8.411626305259135
cold,231.0,-5.6082659243526
courier,30.0,-7.649486253212238
sbe,10.0,-8.748098541880347
1379,8.0,-8.971242093194558
terrific,32.0,-7.584947732074667
terry,56.0,-7.0253319441392446
commodity,40.0,-7.3618041807604575
enhance,140.0,-6.1090412122650894
trafficking,7.0,-9.10477348581908
sh.nazarian,6.0,-9.25892416564634
estates,11.0,-8.652788362076024
difference,577.0,-4.692841368366294
sampling,22.0,-7.959641181516078
persue,6.0,-9.25892416564634
00,642.0,-4.586095331184433
ngn,8.0,-8.971242093194558
confront,12.0,-8.565776985086394
caregivers,11.0,-8.652788362076024
moral,11.0,-8.652788362076024
pasado,11.0,-8.652788362076024
suis,42.0,-7.313014016591025
usuarios,6.0,-9.25892416564634
couon,6.0,-9.25892416564634
3.5,21.0,-8.006161197150972
potentials,59.0,-6.9731461909686745
jg,15.0,-8.342633433772184
narratives,13.0,-8.485734277412858
rajneesh,27.0,-7.754846768870065
crystals,6.0,-9.25892416564634
"4,987,527",8.0,-8.971242093194558
personales,8.0,-8.971242093194558
enfoque,10.0,-8.748098541880347
impose,6.0,-9.25892416564634
c.v,10.0,-8.748098541880347
christy,18.0,-8.160311876978229
pouvez,11.0,-8.652788362076024
pause,36.0,-7.467164696418283
6p,6.0,-9.25892416564634
solidifying,21.0,-8.006161197150972
business.we,12.0,-8.565776985086394
déjà,9.0,-8.853459057538174
spots,31.0,-7.616696430389248
hdr_shop_menu,8.0,-8.971242093194558
enforcing,7.0,-9.10477348581908
seedlings,12.0,-8.565776985086394
yesterday,228.0,-5.621338005919953
division,41.0,-7.337111568170086
sanctuary,13.0,-8.485734277412858
apologies,569.0,-4.7068032007480625
climb,23.0,-7.9151894189452445
sharron,8.0,-8.971242093194558
brando,8.0,-8.971242093194558
lacks,31.0,-7.616696430389248
antony,9.0,-8.853459057538174
ears,28.0,-7.71847912469919
wings,15.0,-8.342633433772184
grave,14.0,-8.411626305259135
childhoods,29.0,-7.68338780488792
residence,29.0,-7.68338780488792
fernando,47.0,-7.200536033164335
incubators,24.0,-7.872629804526448
disorderly,7.0,-9.10477348581908
interesados,8.0,-8.971242093194558
quotient,7.0,-9.10477348581908
salesforce,9.0,-8.853459057538174
canby,14.0,-8.411626305259135
mahlon,12.0,-8.565776985086394
agreeable,13.0,-8.485734277412858
awake,17.0,-8.217470290818177
macys,8.0,-8.971242093194558
divide,32.0,-7.584947732074667
strongly,194.0,-5.782825475811066
patented,43.0,-7.289483519180831
shooting,37.0,-7.439765722230169
recientemente,11.0,-8.652788362076024
intentions,46.0,-7.222042238385299
empecé,7.0,-9.10477348581908
fathers,13.0,-8.485734277412858
whomever,12.0,-8.565776985086394
helpful,1275.0,-3.8999821772818675
paralysis,18.0,-8.160311876978229
rubbish,9.0,-8.853459057538174
remainder,14.0,-8.411626305259135
kam,11.0,-8.652788362076024
optimisation,10.0,-8.748098541880347
mapped,12.0,-8.565776985086394
canceled,7.0,-9.10477348581908
capitalization,9.0,-8.853459057538174
neighboring,13.0,-8.485734277412858
accustomed,17.0,-8.217470290818177
writer's,6.0,-9.25892416564634
period,262.0,-5.482339131113297
lawyers,65.0,-6.8762963649787565
fierce,7.0,-9.10477348581908
reboot,8.0,-8.971242093194558
aswin,7.0,-9.10477348581908
humanitaire,11.0,-8.652788362076024
dakarai,11.0,-8.652788362076024
savers,6.0,-9.25892416564634
shapes,22.0,-7.959641181516078
hopeless,10.0,-8.748098541880347
7646,8.0,-8.971242093194558
rehan,7.0,-9.10477348581908
mutually,101.0,-6.4355631180331345
vinnyjohn146,16.0,-8.278094912634613
geraldine,7.0,-9.10477348581908
beginner,50.0,-7.138660629446248
pharmacist,24.0,-7.872629804526448
scads,10.0,-8.748098541880347
mornings,147.0,-6.060251048095657
catch,253.0,-5.517294146146874
dumas,10.0,-8.748098541880347
reed,14.0,-8.411626305259135
job,1652.0,-3.6409416807934707
dela,16.0,-8.278094912634613
clues,17.0,-8.217470290818177
goals,1820.0,-3.5440918548035527
icon,24.0,-7.872629804526448
factoring,11.0,-8.652788362076024
mundo,21.0,-8.006161197150972
lexington,9.0,-8.853459057538174
anthonisha,15.0,-8.342633433772184
indiamart,6.0,-9.25892416564634
qiana,7.0,-9.10477348581908
attempting,106.0,-6.387244540762326
warun,13.0,-8.485734277412858
shekhar.ra4,15.0,-8.342633433772184
"40,000",37.0,-7.439765722230169
970,9.0,-8.853459057538174
realised,51.0,-7.118858002150068
jail,6.0,-9.25892416564634
para,381.0,-5.107884259747693
566,7.0,-9.10477348581908
rut,15.0,-8.342633433772184
knit,6.0,-9.25892416564634
cyclones,10.0,-8.748098541880347
vendiendo,6.0,-9.25892416564634
renovating,12.0,-8.565776985086394
retention,60.0,-6.956339072652293
orlando,31.0,-7.616696430389248
band,76.0,-6.719950294588062
thatti,11.0,-8.652788362076024
needle,9.0,-8.853459057538174
estructura,11.0,-8.652788362076024
withdraw,11.0,-8.652788362076024
cap,32.0,-7.584947732074667
lidiar,9.0,-8.853459057538174
alessandro,209.0,-5.708349382909582
subs,8.0,-8.971242093194558
navigating,50.0,-7.138660629446248
opinions,129.0,-6.190871230512721
yu,20.0,-8.054951361320402
worthless,13.0,-8.485734277412858
uwumuhire,6.0,-9.25892416564634
vast,156.0,-6.000827627624857
larga,7.0,-9.10477348581908
kamina,16.0,-8.278094912634613
a1,6.0,-9.25892416564634
flash,12.0,-8.565776985086394
stored,18.0,-8.160311876978229
lifestyle.the,8.0,-8.971242093194558
stepanyan,6.0,-9.25892416564634
lawrence,23.0,-7.9151894189452445
soluciones,9.0,-8.853459057538174
atmosphere,14.0,-8.411626305259135
weisbrot,8.0,-8.971242093194558
virtue,6.0,-9.25892416564634
recycled,20.0,-8.054951361320402
expired,11.0,-8.652788362076024
dinners,6.0,-9.25892416564634
yannick,28.0,-7.71847912469919
9.30am,6.0,-9.25892416564634
sowers,7.0,-9.10477348581908
surface,42.0,-7.313014016591025
onsite,28.0,-7.71847912469919
deodorant,8.0,-8.971242093194558
arlene.gladney,10.0,-8.748098541880347
in.html,13.0,-8.485734277412858
workouts,10.0,-8.748098541880347
constance,7.0,-9.10477348581908
gerber,6.0,-9.25892416564634
brick,97.0,-6.475972656371011
developmental,10.0,-8.748098541880347
lessons,144.0,-6.0808703352983935
khine,11.0,-8.652788362076024
portal,128.0,-6.198653370954776
usps,6.0,-9.25892416564634
intrest,14.0,-8.411626305259135
excited,816.0,-4.3462692799102864
candor,8.0,-8.971242093194558
rents,30.0,-7.649486253212238
jewelers,11.0,-8.652788362076024
brachman,6.0,-9.25892416564634
henschelvic,12.0,-8.565776985086394
problem.this,9.0,-8.853459057538174
fledged,10.0,-8.748098541880347
insight,927.0,-4.218730069308538
businesses,2566.0,-3.200580089698812
random,54.0,-7.06169958831012
oppose,7.0,-9.10477348581908
dvevelop,11.0,-8.652788362076024
probe,9.0,-8.853459057538174
quicker,82.0,-6.643964387610141
multiply,17.0,-8.217470290818177
tameka,32.0,-7.584947732074667
ego,16.0,-8.278094912634613
resistance,26.0,-7.792587096852912
professionalism,21.0,-8.006161197150972
duc,10.0,-8.748098541880347
rates,169.0,-5.920784919951321
vetted,17.0,-8.217470290818177
sharepoint,6.0,-9.25892416564634
cycling,15.0,-8.342633433772184
bestbiz,10.0,-8.748098541880347
planes,16.0,-8.278094912634613
zina,14.0,-8.411626305259135
consultor,9.0,-8.853459057538174
mentees,337.0,-5.230600704522032
min.vita,59.0,-6.9731461909686745
ndlovu,11.0,-8.652788362076024
6304059015,6.0,-9.25892416564634
toe,9.0,-8.853459057538174
christophe,6.0,-9.25892416564634
588,8.0,-8.971242093194558
becky,11.0,-8.652788362076024
bronchitis,6.0,-9.25892416564634
marca,31.0,-7.616696430389248
joan,14.0,-8.411626305259135
zzz,6.0,-9.25892416564634
thanksgiving,63.0,-6.907548908482861
deadline,41.0,-7.337111568170086
cad,21.0,-8.006161197150972
attention,498.0,-4.8400835578497405
carried,55.0,-7.043350449641923
lasts,23.0,-7.9151894189452445
confused,209.0,-5.708349382909582
encantada,8.0,-8.971242093194558
fedback,6.0,-9.25892416564634
flipped,11.0,-8.652788362076024
peach,7.0,-9.10477348581908
cher,11.0,-8.652788362076024
intrigued,130.0,-6.183149184418811
leah,106.0,-6.387244540762326
up.we,6.0,-9.25892416564634
posible,23.0,-7.9151894189452445
connectivity,17.0,-8.217470290818177
common,368.0,-5.142600696705463
matthis,17.0,-8.217470290818177
hoops,11.0,-8.652788362076024
competitor's,9.0,-8.853459057538174
yielding,6.0,-9.25892416564634
subjective,7.0,-9.10477348581908
activism,7.0,-9.10477348581908
yiling,7.0,-9.10477348581908
garry,36.0,-7.467164696418283
4.30pm,7.0,-9.10477348581908
steve,703.0,-4.495326743063729
aging,10.0,-8.748098541880347
quicken,8.0,-8.971242093194558
throws,7.0,-9.10477348581908
resort,38.0,-7.413097475148008
preferred,132.0,-6.167881712288023
brand,2067.0,-3.4168300751926255
nonprofits,61.0,-6.939809770701083
recognizes,6.0,-9.25892416564634
occasional,27.0,-7.754846768870065
stocking,16.0,-8.278094912634613
201306,7.0,-9.10477348581908
pouvoir,7.0,-9.10477348581908
removal,21.0,-8.006161197150972
tory,13.0,-8.485734277412858
solves,41.0,-7.337111568170086
uganda,62.0,-6.9235492498293025
dejay,7.0,-9.10477348581908
caro,7.0,-9.10477348581908
exhibitor,13.0,-8.485734277412858
optimization,106.0,-6.387244540762326
staring,17.0,-8.217470290818177
contestar,12.0,-8.565776985086394
shocked,9.0,-8.853459057538174
lethal,10.0,-8.748098541880347
581,14.0,-8.411626305259135
bathing,15.0,-8.342633433772184
inundate,7.0,-9.10477348581908
andrey,19.0,-8.106244655707954
nowadays,50.0,-7.138660629446248
adrian,33.0,-7.5541760734079135
moz.com,13.0,-8.485734277412858
conseils,6.0,-9.25892416564634
inspiration,103.0,-6.415954646644758
oak,21.0,-8.006161197150972
bitcoin,12.0,-8.565776985086394
eunice,14.0,-8.411626305259135
passing,54.0,-7.06169958831012
you.i,95.0,-6.4968067432738525
biased,16.0,-8.278094912634613
portfolios,9.0,-8.853459057538174
flavor,15.0,-8.342633433772184
riesgos,6.0,-9.25892416564634
sparing,6.0,-9.25892416564634
contabilidad,8.0,-8.971242093194558
refining,44.0,-7.266494000956133
respectfully,196.0,-5.7725689756438765
10a,11.0,-8.652788362076024
biz.com,12.0,-8.565776985086394
frances,6.0,-9.25892416564634
napkin,6.0,-9.25892416564634
garrick,6.0,-9.25892416564634
bem,6.0,-9.25892416564634
hoy,22.0,-7.959641181516078
decision,411.0,-5.032090420378159
3359,21.0,-8.006161197150972
giovanni,8.0,-8.971242093194558
dhanushka,9.0,-8.853459057538174
enterprising,9.0,-8.853459057538174
equity,243.0,-5.557622191533845
margin,216.0,-5.675405227190229
materialized,7.0,-9.10477348581908
corp,125.0,-6.222369897572093
400,63.0,-6.907548908482861
house,522.0,-4.793016046991755
railway,7.0,-9.10477348581908
saul,8.0,-8.971242093194558
memoirs,6.0,-9.25892416564634
8008411033,7.0,-9.10477348581908
pacifier,21.0,-8.006161197150972
announcement,8.0,-8.971242093194558
evin,78.0,-6.693974808184802
mel,17.0,-8.217470290818177
situación,21.0,-8.006161197150972
tinder,8.0,-8.971242093194558
buyer's,10.0,-8.748098541880347
infection,7.0,-9.10477348581908
conventional,23.0,-7.9151894189452445
mor,27.0,-7.754846768870065
swan,7.0,-9.10477348581908
dl,27.0,-7.754846768870065
generalities,6.0,-9.25892416564634
execute,217.0,-5.6707862813339345
producción,13.0,-8.485734277412858
telemarketing,7.0,-9.10477348581908
lasting,54.0,-7.06169958831012
23rd,41.0,-7.337111568170086
laugh,29.0,-7.68338780488792
adword,8.0,-8.971242093194558
brett,39.0,-7.387121988744747
fait,13.0,-8.485734277412858
spglobal.com,8.0,-8.971242093194558
shampoos,6.0,-9.25892416564634
broke,68.0,-6.831175929698287
desarrollar,24.0,-7.872629804526448
gurney,11.0,-8.652788362076024
explosion,14.0,-8.411626305259135
va,68.0,-6.831175929698287
nigel,44.0,-7.266494000956133
chigozie,7.0,-9.10477348581908
jahlil,15.0,-8.342633433772184
aboard,7.0,-9.10477348581908
spain,67.0,-6.845991015483428
283,8.0,-8.971242093194558
ursula,20.0,-8.054951361320402
downsizing,8.0,-8.971242093194558
displaying,17.0,-8.217470290818177
analytic,7.0,-9.10477348581908
styrofoam,6.0,-9.25892416564634
baseline,8.0,-8.971242093194558
2212,20.0,-8.054951361320402
raise,494.0,-4.848148117686471
wyoming,10.0,-8.748098541880347
immensely,46.0,-7.222042238385299
anxious,48.0,-7.179482623966503
germantown,20.0,-8.054951361320402
damani,11.0,-8.652788362076024
sak9900,9.0,-8.853459057538174
firm's,10.0,-8.748098541880347
facilitates,13.0,-8.485734277412858
criticism,58.0,-6.990240624327974
frustration,44.0,-7.266494000956133
shout,32.0,-7.584947732074667
bits,24.0,-7.872629804526448
verdad,29.0,-7.68338780488792
grabs,6.0,-9.25892416564634
standardize,13.0,-8.485734277412858
clearer,81.0,-6.656234480201955
945,6.0,-9.25892416564634
jennae,22.0,-7.959641181516078
will.siembor,12.0,-8.565776985086394
exporters,26.0,-7.792587096852912
julianne,12.0,-8.565776985086394
producer,56.0,-7.0253319441392446
reddy,7.0,-9.10477348581908
vacant,22.0,-7.959641181516078
brazil,41.0,-7.337111568170086
bumpy,6.0,-9.25892416564634
845,34.0,-7.524323110258233
practise,7.0,-9.10477348581908
airbnb,26.0,-7.792587096852912
articulate,46.0,-7.222042238385299
8801711867605,10.0,-8.748098541880347
wildly,7.0,-9.10477348581908
outsourcing,165.0,-5.944738160973813
catchup,7.0,-9.10477348581908
sober,15.0,-8.342633433772184
adults,80.0,-6.668657000200512
jaya,13.0,-8.485734277412858
275,7.0,-9.10477348581908
upside,27.0,-7.754846768870065
áreas,7.0,-9.10477348581908
delivery,296.0,-5.360324180550333
assessment,105.0,-6.39672328471687
5p,6.0,-9.25892416564634
dará,10.0,-8.748098541880347
cdt,87.0,-6.58477551621981
moorew3,7.0,-9.10477348581908
connection.biz,65.0,-6.8762963649787565
pip,6.0,-9.25892416564634
cassie,11.0,-8.652788362076024
ventures,236.0,-5.586851829848784
fuels,8.0,-8.971242093194558
upsell,13.0,-8.485734277412858
iahc,23.0,-7.9151894189452445
gamerkitti,11.0,-8.652788362076024
municipality,9.0,-8.853459057538174
wouldn’t,19.0,-8.106244655707954
robby,10.0,-8.748098541880347
albums,8.0,-8.971242093194558
jaikob,17.0,-8.217470290818177
dorothy,14.0,-8.411626305259135
headquartered,8.0,-8.971242093194558
effect,93.0,-6.518084141721138
sexy,7.0,-9.10477348581908
motivation,196.0,-5.7725689756438765
overrated,7.0,-9.10477348581908
transparency,18.0,-8.160311876978229
level,1484.0,-3.748187211147068
segmenting,9.0,-8.853459057538174
illegal,17.0,-8.217470290818177
macintosh,7.0,-9.10477348581908
queria,10.0,-8.748098541880347
lift,31.0,-7.616696430389248
www.enact,17.0,-8.217470290818177
fatima,26.0,-7.792587096852912
elected,6.0,-9.25892416564634
mapping,35.0,-7.49533557338498
pattern,47.0,-7.200536033164335
02,36.0,-7.467164696418283
sandra,72.0,-6.774017515858338
20110610131823,9.0,-8.853459057538174
yahoo.co.uk,9.0,-8.853459057538174
father,136.0,-6.138028749138342
city's,6.0,-9.25892416564634
telephony,8.0,-8.971242093194558
yudelky,37.0,-7.439765722230169
maturity,17.0,-8.217470290818177
831,12.0,-8.565776985086394
williamson,10.0,-8.748098541880347
panel,44.0,-7.266494000956133
iterate,6.0,-9.25892416564634
dewayne,7.0,-9.10477348581908
boyfriend,14.0,-8.411626305259135
20yrs,15.0,-8.342633433772184
60056,9.0,-8.853459057538174
nz,54.0,-7.06169958831012
natalia,49.0,-7.158863336763767
1700,12.0,-8.565776985086394
fines,8.0,-8.971242093194558
activité,8.0,-8.971242093194558
ojalá,8.0,-8.971242093194558
309,6.0,-9.25892416564634
cognitive,10.0,-8.748098541880347
colaboradores,6.0,-9.25892416564634
1990,13.0,-8.485734277412858
tires,19.0,-8.106244655707954
produce,422.0,-5.005678320838382
así,50.0,-7.138660629446248
sophie,42.0,-7.313014016591025
signing,103.0,-6.415954646644758
wellness,218.0,-5.6661885720853045
artisan,41.0,-7.337111568170086
samvadakekut,11.0,-8.652788362076024
diagnosed,26.0,-7.792587096852912
therapies,7.0,-9.10477348581908
ar.linkedin.com,9.0,-8.853459057538174
suppose,128.0,-6.198653370954776
sinfín,9.0,-8.853459057538174
seafood,8.0,-8.971242093194558
daphne,82.0,-6.643964387610141
ebitda,11.0,-8.652788362076024
noise,17.0,-8.217470290818177
conoces,9.0,-8.853459057538174
